timestamps,TP9,AF7,AF8,TP10,Right AUX
1743892219.500,970.703,-1000.000,-166.504,971.191,0.000
1743892219.504,970.703,-900.391,41.504,971.680,0.000
1743892219.508,970.703,-1000.000,160.156,971.191,0.000
1743892219.512,970.703,-919.434,-54.199,971.191,0.000
1743892219.515,970.703,523.438,-237.305,971.191,0.000
1743892219.519,970.703,-903.809,-50.781,971.191,0.000
1743892219.523,970.703,896.484,148.926,971.191,0.000
1743892219.527,972.656,-997.070,8.301,971.191,0.000
1743892219.531,972.168,908.203,-147.461,971.191,0.000
1743892219.535,898.926,-956.543,-32.715,971.191,0.000
1743892219.539,-855.957,788.574,166.504,971.191,0.000
1743892219.543,207.031,-678.711,162.109,971.191,0.000
1743892219.547,-639.648,-1000.000,-74.707,971.680,0.000
1743892219.551,778.809,-929.199,-117.676,971.191,0.000
1743892219.554,-919.434,-1000.000,96.191,971.191,0.000
1743892219.558,896.973,-998.047,128.418,971.191,0.000
1743892219.562,987.793,-950.684,-89.355,971.191,0.000
1743892219.566,970.703,-1000.000,-155.762,971.191,0.000
1743892219.570,971.191,-248.535,6.836,971.680,0.000
1743892219.574,970.703,977.051,92.285,971.680,0.000
1743892219.578,987.305,990.234,-87.891,971.191,0.000
1743892219.582,912.109,876.465,-205.078,971.191,0.000
1743892219.586,-989.746,-957.031,-35.156,971.191,0.000
1743892219.590,915.039,828.613,163.574,971.191,0.000
1743892219.594,-662.598,-674.805,94.727,971.191,0.000
1743892219.597,-992.188,-1000.000,-146.973,971.680,0.000
1743892219.601,613.770,269.043,-176.270,971.680,0.000
1743892219.605,-787.598,-801.270,42.969,971.191,0.000
1743892219.609,42.969,636.719,92.285,976.562,0.000
1743892219.613,-1000.000,-916.016,-53.223,953.613,0.000
1743892219.617,380.859,-166.992,-147.949,923.828,0.000
1743892219.621,-792.969,-772.461,23.926,-869.141,0.000
1743892219.625,-117.676,42.969,202.148,-157.715,0.000
1743892219.629,-1000.000,-1000.000,21.484,-821.777,0.000
1743892219.633,-382.324,-973.145,-213.379,833.008,0.000
1743892219.636,936.035,-996.582,-13.184,-887.207,0.000
1743892219.640,-268.066,-939.453,286.133,-487.793,0.000
1743892219.644,0.000,-1000.000,87.891,-1000.000,0.000
1743892219.648,0.000,-857.910,-251.465,535.156,0.000
1743892219.652,0.000,789.551,-151.855,-825.195,0.000
1743892219.656,0.000,514.160,172.363,-61.523,0.000
1743892219.660,0.000,-1000.000,184.570,-1000.000,0.000
1743892219.664,0.000,-948.730,-126.465,-416.992,0.000
1743892219.668,0.000,706.055,-242.188,-939.453,0.000
1743892219.672,0.000,862.305,56.641,524.902,0.000
1743892219.676,0.000,-859.863,225.586,-1000.000,0.000
1743892219.679,0.000,-1000.000,-92.773,-973.633,0.000
1743892219.683,0.000,559.082,-344.727,685.059,0.000
1743892219.687,0.000,996.582,-33.203,933.105,0.000
1743892219.691,-648.926,-630.859,248.535,-776.855,0.000
1743892219.695,-1000.000,-1000.000,-25.879,-1000.000,0.000
1743892219.699,337.891,152.832,-337.402,544.922,0.000
1743892219.703,-955.566,-935.547,-128.906,983.887,0.000
1743892219.707,-468.262,-352.539,284.180,-612.305,0.000
1743892219.711,-1000.000,-1000.000,114.746,-1000.000,0.000
1743892219.715,-488.770,-562.988,-243.652,-94.727,0.000
1743892219.719,981.445,966.309,-221.191,-969.727,0.000
1743892219.722,271.484,502.930,149.902,-243.652,0.000
1743892219.726,-1000.000,-1000.000,184.082,-1000.000,0.000
1743892219.730,-877.930,-949.707,-149.414,-696.777,0.000
1743892219.734,712.402,660.156,-254.883,866.211,0.000
1743892219.738,0.000,-974.609,73.730,747.070,0.000
1743892219.742,0.000,-715.332,255.371,-957.031,0.000
1743892219.746,0.000,-1000.000,-75.684,-981.445,0.000
1743892219.750,0.000,641.602,-336.914,685.547,0.000
1743892219.754,0.000,-877.441,-46.875,-982.422,0.000
1743892219.758,0.000,-397.461,308.594,-710.449,0.000
1743892219.761,0.000,-1000.000,35.156,-1000.000,0.000
1743892219.765,0.000,161.133,-361.328,623.535,0.000
1743892219.769,0.000,-817.871,-156.250,-876.953,0.000
1743892219.773,0.000,88.867,229.004,-433.594,0.000
1743892219.777,0.000,-1000.000,118.164,-1000.000,0.000
1743892219.781,0.000,-594.727,-255.859,237.793,0.000
1743892219.785,-932.129,974.609,-238.770,-787.598,0.000
1743892219.789,714.844,816.406,107.910,414.551,0.000
1743892219.793,-936.035,-869.141,175.781,-1000.000,0.000
1743892219.797,-890.137,-986.816,-179.199,-509.766,0.000
1743892219.801,808.594,716.797,-304.688,-979.980,0.000
1743892219.804,994.629,-987.305,20.020,924.805,0.000
1743892219.808,-707.520,-708.008,265.625,-715.820,0.000
1743892219.812,-1000.000,-1000.000,-47.363,-979.492,0.000
1743892219.816,657.715,645.996,-375.488,760.742,0.000
1743892219.820,-916.992,-943.359,-51.270,-974.609,0.000
1743892219.824,-521.484,-460.449,351.562,-678.711,0.000
1743892219.828,-1000.000,-1000.000,116.699,-1000.000,0.000
1743892219.832,287.598,-245.605,-324.707,601.074,0.000
1743892219.836,-804.688,-928.223,-231.934,-841.309,0.000
1743892219.840,81.055,171.387,184.570,-272.461,0.000
1743892219.844,-1000.000,-1000.000,140.625,-1000.000,0.000
1743892219.847,-485.840,-859.375,-240.234,60.547,0.000
1743892219.851,-967.285,788.086,-196.777,-815.918,0.000
1743892219.855,745.117,733.887,152.832,448.730,0.000
1743892219.859,-901.855,-909.180,200.195,-1000.000,0.000
1743892219.863,-997.070,-1000.000,-64.941,-835.449,0.000
1743892219.867,722.656,-937.500,-196.289,877.441,0.000
1743892219.871,925.293,-1000.000,89.844,788.574,0.000
1743892219.875,-768.066,-1000.000,269.531,-909.668,0.000
1743892219.879,-1000.000,-1000.000,-21.973,-1000.000,0.000
1743892219.883,513.672,-1000.000,-292.480,655.273,0.000
1743892219.886,962.891,-1000.000,0.488,910.156,0.000
1743892219.890,-584.473,-1000.000,303.223,-639.160,0.000
1743892219.894,-1000.000,-1000.000,37.598,-1000.000,0.000
1743892219.898,-615.723,-1000.000,-189.941,-490.723,0.000
1743892219.902,672.363,-1000.000,-50.293,690.430,0.000
1743892219.906,-439.941,-1000.000,238.281,-549.316,0.000
1743892219.910,-1000.000,-1000.000,89.355,-1000.000,0.000
1743892219.914,-908.203,-1000.000,-186.523,-909.668,0.000
1743892219.918,-1000.000,-1000.000,-82.520,-1000.000,0.000
1743892219.922,-1000.000,-1000.000,132.812,-1000.000,0.000
1743892219.926,-923.340,-1000.000,81.543,-1000.000,0.000
1743892219.929,-1000.000,-1000.000,-149.414,-1000.000,0.000
1743892219.933,-795.898,-1000.000,-141.113,-1000.000,0.000
1743892219.937,481.445,-1000.000,91.309,-1000.000,0.000
1743892219.941,-421.875,-1000.000,180.664,-1000.000,0.000
1743892219.945,-1000.000,-1000.000,-57.617,-1000.000,0.000
1743892219.949,-764.160,-1000.000,-172.363,-1000.000,0.000
1743892219.953,539.551,-1000.000,22.949,-1000.000,0.000
1743892219.957,-256.836,-1000.000,212.891,-1000.000,0.000
1743892219.961,-1000.000,-1000.000,15.625,-1000.000,0.000
1743892219.965,-881.348,-1000.000,-191.406,-1000.000,0.000
1743892219.969,643.066,-1000.000,-64.453,-1000.000,0.000
1743892219.972,479.980,-1000.000,161.621,-1000.000,0.000
1743892219.976,-1000.000,-1000.000,68.848,-1000.000,0.000
1743892219.980,-1000.000,-1000.000,-196.289,-1000.000,0.000
1743892219.984,180.176,-1000.000,-168.945,-1000.000,0.000
1743892219.988,841.309,-1000.000,80.566,-1000.000,0.000
1743892219.992,-673.340,-1000.000,127.930,-1000.000,0.000
1743892219.996,-1000.000,-1000.000,-104.004,-1000.000,0.000
1743892220.000,-435.547,-1000.000,-187.012,-1000.000,0.000
1743892220.004,712.402,-1000.000,26.367,-1000.000,0.000
1743892220.008,-479.004,-1000.000,164.551,-1000.000,0.000
1743892220.011,-1000.000,-1000.000,-84.961,-1000.000,0.000
1743892220.015,-794.922,-1000.000,-216.309,-1000.000,0.000
1743892220.019,614.746,-1000.000,-64.941,-1000.000,0.000
1743892220.023,-69.336,-988.770,120.117,-1000.000,0.000
1743892220.027,-1000.000,-960.938,10.742,-1000.000,0.000
1743892220.031,-907.227,-1000.000,-243.652,-1000.000,0.000
1743892220.035,544.434,-63.477,-194.336,-1000.000,0.000
1743892220.039,-955.078,-953.125,54.199,-1000.000,0.000
1743892220.043,-710.938,952.148,25.879,-1000.000,0.000
1743892220.047,-1000.000,919.922,-225.098,-1000.000,0.000
1743892220.051,697.754,974.609,-216.309,-1000.000,0.000
1743892220.054,961.914,995.117,30.273,-1000.000,0.000
1743892220.058,-583.008,-244.629,159.668,-1000.000,0.000
1743892220.062,-1000.000,-1000.000,-62.012,-1000.000,0.000
1743892220.066,-808.594,-823.730,-225.098,-1000.000,0.000
1743892220.070,739.746,562.988,-104.004,-1000.000,0.000
1743892220.074,277.344,-909.180,69.824,-926.758,0.000
1743892220.078,-1000.000,896.973,-56.641,-1000.000,0.000
1743892220.082,-98.633,987.793,-266.113,-794.922,0.000
1743892220.086,-835.938,971.680,-135.742,222.656,0.000
1743892220.090,626.953,971.680,185.059,-619.141,0.000
1743892220.093,-944.824,988.281,62.012,-1000.000,0.000
1743892220.097,-872.070,913.574,-230.469,-689.453,0.000
1743892220.101,858.398,-990.723,-210.449,728.027,0.000
1743892220.105,888.672,923.340,130.371,-124.512,0.000
1743892220.109,-861.816,-675.781,192.383,-1000.000,0.000
1743892220.113,0.000,-937.012,-142.578,-650.879,0.000
1743892220.117,0.000,684.570,-271.484,841.309,0.000
1743892220.121,0.000,-769.531,29.785,996.094,0.000
1743892220.125,0.000,-93.262,264.160,-777.832,0.000
1743892220.129,0.000,-770.508,-24.902,-446.289,0.000
1743892220.133,0.000,783.203,-297.363,-961.426,0.000
1743892220.136,0.000,-926.270,7.324,966.797,0.000
1743892220.140,0.000,898.926,168.945,933.105,0.000
1743892220.144,0.000,988.770,-51.270,981.934,0.000
1743892220.148,0.000,971.680,-186.035,971.191,0.000
1743892220.152,0.000,971.680,-24.902,971.191,0.000
1743892220.156,0.000,971.191,163.574,971.191,0.000
1743892220.160,-919.434,971.191,6.836,971.680,0.000
1743892220.164,766.602,971.191,-229.004,971.191,0.000
1743892220.168,-912.598,971.680,-125.977,971.191,0.000
1743892220.172,-633.789,971.191,137.695,971.191,0.000
1743892220.176,-854.492,973.145,153.320,973.633,0.000
1743892220.179,814.453,969.727,-118.652,968.262,0.000
1743892220.183,-955.566,916.992,-157.227,912.109,0.000
1743892220.187,903.320,-930.664,34.668,-852.539,0.000
1743892220.191,988.281,273.926,161.133,81.055,0.000
1743892220.195,970.703,-1000.000,13.184,-398.926,0.000
1743892220.199,970.703,-772.461,-225.098,874.023,0.000
1743892220.203,970.703,895.996,-78.125,-805.176,0.000
1743892220.207,979.492,762.207,183.594,295.898,0.000
1743892220.211,938.477,-997.070,97.656,-818.359,0.000
1743892220.215,949.707,-823.730,-184.570,463.379,0.000
1743892220.218,-930.176,865.723,-143.066,-731.934,0.000
1743892220.222,-320.312,996.094,125.488,632.324,0.000
1743892220.226,-1000.000,-764.648,207.031,-626.465,0.000
1743892220.230,636.719,-701.172,-173.828,332.520,0.000
1743892220.234,-865.723,953.613,-259.277,-763.184,0.000
1743892220.238,-256.836,-966.309,108.398,813.965,0.000
1743892220.242,-1000.000,-567.383,297.363,-650.391,0.000
1743892220.246,-335.938,-1000.000,-58.594,-98.633,0.000
1743892220.250,-927.734,567.383,-298.828,-907.715,0.000
1743892220.254,551.270,-762.207,-1.465,-912.598,0.000
1743892220.258,-1000.000,268.555,198.730,-53.223,0.000
1743892220.261,-629.883,-987.793,49.316,-625.977,0.000
1743892220.265,977.051,301.270,-253.906,891.602,0.000
1743892220.269,913.574,-850.098,-53.711,-958.984,0.000
1743892220.273,-805.176,890.625,198.730,910.645,0.000
1743892220.277,-828.613,985.352,-2.930,986.328,0.000
1743892220.281,899.902,945.801,-237.793,971.191,0.000
1743892220.285,991.699,946.289,-115.723,971.191,0.000
1743892220.289,-684.570,-931.152,137.695,971.191,0.000
1743892220.293,-1000.000,-179.199,114.746,971.191,0.000
1743892220.297,588.379,-1000.000,-106.445,971.191,0.000
1743892220.300,511.719,310.547,-176.758,971.680,0.000
1743892220.304,-760.742,-887.207,50.781,971.191,0.000
1743892220.308,-45.410,903.320,77.148,971.191,0.000
1743892220.312,-915.527,975.586,-133.301,971.191,0.000
1743892220.316,514.160,971.680,-169.922,971.680,0.000
1743892220.320,-763.184,971.191,64.453,971.680,0.000
1743892220.324,644.043,971.191,205.566,971.191,0.000
1743892220.328,-677.246,987.793,-17.090,971.191,0.000
1743892220.332,239.746,913.574,-196.777,971.191,0.000
1743892220.336,-765.137,-992.188,-3.906,971.191,0.000
1743892220.340,786.621,928.223,212.402,971.191,0.000
1743892220.343,-752.441,-672.363,113.770,971.680,0.000
1743892220.347,-566.895,-912.109,-137.207,971.191,0.000
1743892220.351,-985.840,668.945,-97.656,971.191,0.000
1743892220.355,-987.793,-781.250,212.891,971.191,0.000
1743892220.359,-544.922,348.145,194.336,971.680,0.000
1743892220.363,-1000.000,-758.301,-117.676,971.191,0.000
1743892220.367,602.539,456.543,-195.312,971.191,0.000
1743892220.371,-765.137,-765.137,92.773,971.191,0.000
1743892220.375,-11.719,740.723,150.879,971.191,0.000
1743892220.379,-923.340,-705.078,-47.363,971.191,0.000
1743892220.383,483.887,60.059,-196.289,971.191,0.000
1743892220.386,-748.535,-829.102,-0.977,971.191,0.000
1743892220.390,626.953,896.973,194.336,971.191,0.000
1743892220.394,-564.941,970.215,-37.598,971.680,0.000
1743892220.398,400.879,972.656,-219.727,971.191,0.000
1743892220.402,-744.141,971.680,-10.742,971.191,0.000
1743892220.406,760.254,971.191,186.523,971.191,0.000
1743892220.410,-442.871,971.680,8.789,971.680,0.000
1743892220.414,344.238,971.680,-261.230,971.191,0.000
1743892220.418,-818.359,971.680,-89.844,971.191,0.000
1743892220.422,950.195,971.191,186.523,971.191,0.000
1743892220.425,-447.266,971.680,70.801,971.191,0.000
1743892220.429,-355.469,971.680,-226.562,971.191,0.000
1743892220.433,-991.699,970.703,-173.828,971.191,0.000
1743892220.437,-869.141,973.633,159.668,971.191,0.000
1743892220.441,0.000,963.379,168.945,971.191,0.000
1743892220.445,0.000,971.191,-104.004,971.191,0.000
1743892220.449,0.000,904.297,-62.500,971.191,0.000
1743892220.453,0.000,-925.781,181.152,971.191,0.000
1743892220.457,0.000,517.090,247.070,971.680,0.000
1743892220.461,0.000,-1000.000,66.406,971.191,0.000
1743892220.465,0.000,-775.391,-117.188,971.680,0.000
1743892220.468,0.000,891.602,-27.344,971.191,0.000
1743892220.472,0.000,937.500,158.203,971.191,0.000
1743892220.476,0.000,-763.672,111.328,971.680,0.000
1743892220.480,0.000,-991.699,-132.324,971.680,0.000
1743892220.484,0.000,580.078,-147.461,971.680,0.000
1743892220.488,-992.676,-768.066,114.258,971.680,0.000
1743892220.492,-714.355,-6.348,148.926,971.191,0.000
1743892220.496,-1000.000,-969.238,-112.793,971.680,0.000
1743892220.500,620.605,524.414,-210.938,971.191,0.000
1743892220.504,-823.730,-878.906,68.359,971.191,0.000
1743892220.507,-399.902,890.137,185.059,971.680,0.000
1743892220.511,-1000.000,-997.559,-115.234,971.680,0.000
1743892220.515,583.008,900.879,-277.344,971.191,0.000
1743892220.519,-818.848,-946.289,20.508,971.191,0.000
1743892220.523,124.512,733.398,237.793,971.680,0.000
1743892220.527,-1000.000,-889.648,57.129,971.191,0.000
1743892220.531,-631.836,-853.027,-221.680,971.191,0.000
1743892220.535,948.730,768.555,-104.980,971.680,0.000
1743892220.539,895.020,-951.660,166.992,971.191,0.000
1743892220.543,-836.426,901.855,49.805,971.191,0.000
1743892220.547,-425.293,989.258,-240.723,971.680,0.000
1743892220.550,-906.738,971.191,-113.770,971.680,0.000
1743892220.554,905.273,971.191,216.309,971.191,0.000
1743892220.558,-671.875,983.887,175.781,971.191,0.000
1743892220.562,-1000.000,928.711,-181.152,971.191,0.000
1743892220.566,704.102,988.770,-230.957,971.680,0.000
1743892220.570,966.309,948.730,87.402,971.191,0.000
1743892220.574,-561.035,-354.004,230.469,971.191,0.000
1743892220.578,-1000.000,-1000.000,-56.641,971.191,0.000
1743892220.582,-644.531,-868.652,-239.746,971.680,0.000
1743892220.586,764.160,677.246,-79.590,971.191,0.000
1743892220.590,-182.129,350.098,169.922,971.191,0.000
1743892220.593,-1000.000,-1000.000,43.457,971.191,0.000
1743892220.597,-979.492,-1000.000,-191.895,971.191,0.000
1743892220.601,457.031,35.645,-83.496,971.191,0.000
1743892220.605,377.930,791.504,101.562,971.191,0.000
1743892220.609,-1000.000,-780.762,63.477,987.305,0.000
1743892220.613,-992.676,-1000.000,-210.938,907.715,0.000
1743892220.617,-969.727,-926.758,-173.828,-950.195,0.000
1743892220.621,-1000.000,-1000.000,148.438,888.184,0.000
1743892220.625,-931.152,-918.945,187.988,-622.070,0.000
1743892220.629,-1000.000,-1000.000,-179.688,37.109,0.000
1743892220.632,-222.168,-600.098,-275.879,-822.266,0.000
1743892220.636,950.684,943.848,15.137,952.148,0.000
1743892220.640,-504.883,-254.395,259.766,-473.145,0.000
1743892220.644,-1000.000,-1000.000,18.555,-998.535,0.000
1743892220.648,239.258,394.043,-308.105,677.734,0.000
1743892220.652,-856.445,-799.316,-107.910,-818.848,0.000
1743892220.656,-187.012,147.461,259.766,-277.344,0.000
1743892220.660,-1000.000,-1000.000,135.742,-1000.000,0.000
1743892220.664,-883.789,-950.195,-272.461,395.508,0.000
1743892220.668,679.688,699.707,-234.375,-797.363,0.000
1743892220.672,417.480,658.691,158.203,125.000,0.000
1743892220.675,-1000.000,-1000.000,189.453,-1000.000,0.000
1743892220.679,-968.750,-1000.000,-197.266,-694.336,0.000
1743892220.683,660.156,643.066,-316.406,944.824,0.000
1743892220.687,809.082,917.480,63.965,669.922,0.000
1743892220.691,-903.320,-806.152,265.625,-984.375,0.000
1743892220.695,-1000.000,-1000.000,-121.094,-994.629,0.000
1743892220.699,520.996,558.105,-407.227,704.590,0.000
1743892220.703,941.895,960.938,-54.688,864.258,0.000
1743892220.707,-610.840,-583.984,289.551,-738.281,0.000
1743892220.711,-1000.000,-1000.000,18.066,-1000.000,0.000
1743892220.715,-479.492,-579.102,-302.734,-20.996,0.000
1743892220.718,701.172,691.895,-157.715,882.324,0.000
1743892220.722,0.000,-382.324,270.508,-541.016,0.000
1743892220.726,0.000,-1000.000,72.754,-1000.000,0.000
1743892220.730,0.000,-839.844,-288.574,-743.652,0.000
1743892220.734,0.000,651.855,-277.344,483.398,0.000
1743892220.738,0.000,166.504,199.219,-408.691,0.000
1743892220.742,0.000,-1000.000,215.332,-1000.000,0.000
1743892220.746,0.000,-1000.000,-191.895,-972.168,0.000
1743892220.750,0.000,121.582,-288.574,199.707,0.000
1743892220.754,0.000,858.887,23.438,-177.246,0.000
1743892220.757,0.000,-763.672,222.168,-1000.000,0.000
1743892220.761,0.000,-1000.000,-119.141,-935.059,0.000
1743892220.765,0.000,-926.758,-241.699,-1000.000,0.000
1743892220.769,-1000.000,-1000.000,12.695,-1000.000,0.000
1743892220.773,-940.918,-946.289,132.812,-936.523,0.000
1743892220.777,-1000.000,-1000.000,-89.844,-1000.000,0.000
1743892220.781,-948.730,-919.434,-296.387,-894.531,0.000
1743892220.785,645.996,523.438,-221.680,228.516,0.000
1743892220.789,315.918,-903.809,121.094,-493.164,0.000
1743892220.793,-1000.000,914.062,53.711,-1000.000,0.000
1743892220.797,-918.945,916.504,-262.207,-813.965,0.000
1743892220.800,721.191,-934.570,-207.031,338.379,0.000
1743892220.804,504.883,704.102,159.668,-467.285,0.000
1743892220.808,-972.168,-775.391,202.148,-1000.000,0.000
1743892220.812,-1000.000,-1000.000,-145.508,-913.086,0.000
1743892220.816,0.000,-933.105,-181.641,-1000.000,0.000
1743892220.820,0.000,-1000.000,77.637,-1000.000,0.000
1743892220.824,0.000,-929.199,146.484,-1000.000,0.000
1743892220.828,0.000,-1000.000,-134.766,-1000.000,0.000
1743892220.832,0.000,-623.535,-277.344,-1000.000,0.000
1743892220.836,0.000,827.637,-55.176,-1000.000,0.000
1743892220.840,0.000,-966.797,162.598,-1000.000,0.000
1743892220.843,0.000,929.199,-45.898,-1000.000,0.000
1743892220.847,0.000,921.875,-290.039,-1000.000,0.000
1743892220.851,0.000,-951.172,-96.191,-1000.000,0.000
1743892220.855,0.000,769.043,208.984,-1000.000,0.000
1743892220.859,0.000,-667.969,105.957,-1000.000,0.000
1743892220.863,-1000.000,-1000.000,-236.816,-1000.000,0.000
1743892220.867,366.699,71.777,-247.070,-1000.000,0.000
1743892220.871,985.840,988.281,65.918,-1000.000,0.000
1743892220.875,-638.184,-480.957,166.992,-1000.000,0.000
1743892220.879,-1000.000,-1000.000,-107.910,-1000.000,0.000
1743892220.882,111.816,-160.156,-204.590,-1000.000,0.000
1743892220.886,952.637,-957.031,2.441,-1000.000,0.000
1743892220.890,-509.766,-144.043,184.082,-1000.000,0.000
1743892220.894,-1000.000,-1000.000,-52.734,-1000.000,0.000
1743892220.898,-726.074,-885.254,-249.512,-1000.000,0.000
1743892220.902,790.039,612.305,-88.379,-1000.000,0.000
1743892220.906,237.305,-979.492,119.629,-1000.000,0.000
1743892220.910,-1000.000,-731.445,41.016,-1000.000,0.000
1743892220.914,-913.086,-1000.000,-219.727,-1000.000,0.000
1743892220.918,669.922,682.617,-180.664,-1000.000,0.000
1743892220.922,896.484,-987.793,137.207,-1000.000,0.000
1743892220.925,-853.516,-684.082,127.441,-1000.000,0.000
1743892220.929,-1000.000,-1000.000,-151.367,-1000.000,0.000
1743892220.933,648.438,542.480,-236.816,-1000.000,0.000
1743892220.937,985.352,-978.027,38.574,-1000.000,0.000
1743892220.941,-632.324,-503.418,194.336,-1000.000,0.000
1743892220.945,-1000.000,-1000.000,-85.449,-1000.000,0.000
1743892220.949,96.191,-764.648,-218.262,-1000.000,0.000
1743892220.953,-916.504,781.738,-22.949,-1000.000,0.000
1743892220.957,-252.930,403.320,163.574,-1000.000,0.000
1743892220.961,-1000.000,-1000.000,-29.785,-1000.000,0.000
1743892220.964,-566.406,-938.477,-237.305,-1000.000,0.000
1743892220.968,956.055,706.055,-92.773,-1000.000,0.000
1743892220.972,583.984,805.176,155.273,-1000.000,0.000
1743892220.976,-1000.000,-858.398,93.750,-1000.000,0.000
1743892220.980,-931.152,-1000.000,-183.105,-1000.000,0.000
1743892220.984,780.762,-948.730,-116.211,-1000.000,0.000
1743892220.988,669.922,-963.867,188.477,-1000.000,0.000
1743892220.992,-1000.000,-1000.000,129.883,-1000.000,0.000
1743892220.996,-952.148,-935.547,-179.199,-1000.000,0.000
1743892221.000,613.281,482.422,-263.184,-1000.000,0.000
1743892221.004,-844.727,-814.941,56.641,-1000.000,0.000
1743892221.007,-412.598,-18.066,216.309,-1000.000,0.000
1743892221.011,-1000.000,-1000.000,-32.227,-1000.000,0.000
1743892221.015,416.016,-486.328,-214.355,-1000.000,0.000
1743892221.019,-778.809,965.332,-15.625,-1000.000,0.000
1743892221.023,498.535,957.520,180.176,-1000.000,0.000
1743892221.027,-965.332,-743.164,41.016,-1000.000,0.000
1743892221.031,-202.637,-809.570,-217.285,-1000.000,0.000
1743892221.035,-854.004,936.523,-131.348,-1000.000,0.000
1743892221.039,840.332,944.824,162.598,-1000.000,0.000
1743892221.043,-756.836,-656.250,92.773,-1000.000,0.000
1743892221.047,-880.859,-1000.000,-191.406,-1000.000,0.000
1743892221.050,841.797,364.258,-198.730,-1000.000,0.000
1743892221.054,-959.473,-865.723,61.523,-1000.000,0.000
1743892221.058,-625.977,-322.754,131.348,-1000.000,0.000
1743892221.062,-992.188,-1000.000,-164.062,-1000.000,0.000
1743892221.066,562.988,-1000.000,-207.031,-1000.000,0.000
1743892221.070,-758.789,177.734,68.848,-1000.000,0.000
1743892221.074,334.473,996.094,75.684,-1000.000,0.000
1743892221.078,-842.773,-769.043,-115.723,-1000.000,0.000
1743892221.082,371.094,-353.516,-304.688,-1000.000,0.000
1743892221.086,-758.789,-871.582,-124.023,-1000.000,0.000
1743892221.089,709.961,903.320,113.770,-1000.000,0.000
1743892221.093,-781.738,-711.426,-8.789,-1000.000,0.000
1743892221.097,-198.242,-849.121,-242.676,-1000.000,0.000
1743892221.101,-839.355,841.797,-152.832,-1000.000,0.000
1743892221.105,879.395,-897.949,146.484,-1000.000,0.000
1743892221.109,-685.059,-466.309,71.289,-1000.000,0.000
1743892221.113,-933.105,-1000.000,-211.914,-1000.000,0.000
1743892221.117,786.133,501.465,-244.141,-1000.000,0.000
1743892221.121,-916.016,-767.090,56.152,-1000.000,0.000
1743892221.125,-558.594,454.102,98.145,-1000.000,0.000
1743892221.129,-1000.000,-942.383,-161.621,-1000.000,0.000
1743892221.132,604.004,67.383,-273.926,-1000.000,0.000
1743892221.136,-809.082,-741.699,-11.230,-1000.000,0.000
1743892221.140,-142.090,416.992,148.438,-1000.000,0.000
1743892221.144,-1000.000,-971.680,-94.727,-1000.000,0.000
1743892221.148,164.062,-1000.000,-291.992,-1000.000,0.000
1743892221.152,-803.711,598.633,-94.238,-1000.000,0.000
1743892221.156,683.105,-968.262,149.902,-1000.000,0.000
1743892221.160,-892.578,-747.070,15.625,-1000.000,0.000
1743892221.164,-595.215,-953.613,-252.441,-1000.000,0.000
1743892221.168,-978.516,795.898,-157.715,-1000.000,0.000
1743892221.172,921.387,-997.070,160.156,-1000.000,0.000
1743892221.175,-705.566,-703.125,127.441,-1000.000,0.000
1743892221.179,-1000.000,-1000.000,-236.816,-1000.000,0.000
1743892221.183,667.969,522.949,-264.160,-1000.000,0.000
